GUC Name,Type,Context,Category,Description,Backing Variable,Flags,ConnMgr Compatible,Risk Level,Reasoning
vacuum_multixact_freeze_table_age,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Multixact age at which VACUUM should scan whole table to freeze tuples.,vacuum_multixact_freeze_table_age,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
wal_block_size,int,PGC_INTERNAL,PRESET_OPTIONS,Shows the block size in the write ahead log.,wal_block_size,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_BYTE|GUC_UNIT_MS|GUC_UNIT_S,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
wal_buffers,int,PGC_POSTMASTER,WAL_SETTINGS,Sets the number of disk-page buffers in shared memory for WAL.,XLOGbuffers,GUC_UNIT_KB|GUC_UNIT_MS|GUC_UNIT_XBLOCKS,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
wal_compression,enum,PGC_SUSET,WAL_SETTINGS,Compresses full-page writes written in WAL file with specified method.,wal_compression,,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
wal_consistency_checking,string,PGC_SUSET,DEVELOPER_OPTIONS,Sets the WAL resource managers for which WAL consistency checks are done.,wal_consistency_checking_string,GUC_LIST_INPUT|GUC_NOT_IN_SAMPLE|GUC_SUPERUSER_ONLY,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
wal_debug,bool,PGC_SUSET,DEVELOPER_OPTIONS,Emit WAL-related debugging output.,XLOG_DEBUG,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_REPORT,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
wal_decode_buffer_size,int,PGC_POSTMASTER,WAL_RECOVERY,Buffer size for reading ahead in the WAL during recovery.,wal_decode_buffer_size,GUC_UNIT_BYTE|GUC_UNIT_MB|GUC_UNIT_S,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
wal_init_zero,bool,PGC_SUSET,WAL_SETTINGS,Writes zeroes to new WAL files before first use.,wal_init_zero,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
wal_keep_size,int,PGC_SIGHUP,REPLICATION_SENDING,Sets the size of WAL files held for standby servers.,wal_keep_size_mb,GUC_UNIT_MB|GUC_UNIT_S,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
wal_level,enum,PGC_POSTMASTER,WAL_SETTINGS,Sets the level of information written to the WAL.,wal_level,,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
wal_log_hints,bool,PGC_POSTMASTER,WAL_SETTINGS,"Writes full pages to WAL when first modified after a checkpoint, even for a non-critical modification.",wal_log_hints,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_POSTMASTER. ""Writes"" are: ControlFile->wal_log_hints in xlog.c (startup/WAL code), and an error message string in pg_rewind.c. Set only at server start. RISK: NONE."
wal_receiver_create_temp_slot,bool,PGC_SIGHUP,REPLICATION_STANDBY,Sets whether a WAL receiver should create a temporary replication slot if no permanent slot is configured.,wal_receiver_create_temp_slot,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
wal_receiver_status_interval,int,PGC_SIGHUP,REPLICATION_STANDBY,Sets the maximum interval between WAL receiver status reports to the sending server.,wal_receiver_status_interval,GUC_UNIT_MB|GUC_UNIT_MS|GUC_UNIT_S,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
wal_receiver_timeout,int,PGC_SIGHUP,REPLICATION_STANDBY,Sets the maximum wait time to receive data from the sending server.,wal_receiver_timeout,GUC_UNIT_BLOCKS|GUC_UNIT_MB|GUC_UNIT_MS,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
wal_recycle,bool,PGC_SUSET,WAL_SETTINGS,Recycles WAL files by renaming them.,wal_recycle,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
wal_retrieve_retry_interval,int,PGC_SIGHUP,REPLICATION_STANDBY,Sets the time to wait before retrying to retrieve WAL after a failed attempt.,wal_retrieve_retry_interval,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_BYTE|GUC_UNIT_MS|GUC_UNIT_S,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
wal_segment_size,int,PGC_INTERNAL,PRESET_OPTIONS,Shows the size of write ahead log segments.,wal_segment_size,GUC_DISALLOW_IN_FILE|GUC_NOT_IN_SAMPLE|GUC_RUNTIME_COMPUTED|GUC_UNIT_BYTE|GUC_UNIT_S,YES,NONE,PGC_INTERNAL - read-only for users. No direct writes found. Safe for connection pooling.
wal_sender_timeout,int,PGC_USERSET,REPLICATION_SENDING,Sets the maximum time to wait for WAL replication.,wal_sender_timeout,GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
wal_skip_threshold,int,PGC_USERSET,WAL_SETTINGS,Minimum size of new file to fsync instead of writing WAL.,wal_skip_threshold,GUC_UNIT_KB|GUC_UNIT_MB|GUC_UNIT_MS,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
wal_sync_method,enum,PGC_SIGHUP,WAL_SETTINGS,Selects the method used for forcing WAL updates to disk.,sync_method,,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
wal_writer_delay,int,PGC_SIGHUP,WAL_SETTINGS,Time between WAL flushes performed in the WAL writer.,WalWriterDelay,GUC_UNIT_KB|GUC_UNIT_MS|GUC_UNIT_XBLOCKS,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
wal_writer_flush_after,int,PGC_SIGHUP,WAL_SETTINGS,Amount of WAL written out by WAL writer that triggers a flush.,WalWriterFlushAfter,GUC_UNIT_KB|GUC_UNIT_MB|GUC_UNIT_XBLOCKS,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
work_mem,int,PGC_USERSET,RESOURCES_MEM,Sets the maximum memory to be used for query workspaces.,work_mem,GUC_EXPLAIN|GUC_UNIT_KB,YES,NONE,"PGC_USERSET. ""Writes"" are to ybscan->exec_params->work_mem in yb_lsm.c - copying the GUC value to a struct field for passing to the storage layer. Not modifying the GUC variable itself. RISK: NONE."
xmlbinary,enum,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets how binary values are to be encoded in XML.,xmlbinary,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
xmloption,enum,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets whether XML data in implicit parsing and serialization operations is to be considered as documents or content fragments.,xmloption,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_USERSET. ""Writes"" are: pg_dump SET command, and parse_expr.c writes to newx->xmloption and xexpr->xmloption (XmlExpr struct fields, not GUC variable). RISK: NONE."
yb_allow_block_based_sampling_algorithm,bool,PGC_SUSET,CUSTOM_OPTIONS,Autoflag to allow YsqlSamplingAlgorithm::BLOCK_BASED_SAMPLING. Not to be touched by users.,yb_allow_block_based_sampling_algorithm,GUC_NOT_IN_SAM|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_allow_dockey_bounds,bool,PGC_SUSET,CUSTOM_OPTIONS,"If true, allow lower_bound/upper_bound fields of PgsqlReadRequestPB to be DocKeys. Only applicable for hash-sharded tables.",yb_allow_dockey_bounds,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_allow_replication_slot_lsn_types,bool,PGC_SUSET,DEVELOPER_OPTIONS,Allow specifying LSN type while creating replication slot,yb_allow_replication_slot_lsn_types,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_allow_replication_slot_ordering_modes,bool,PGC_SUSET,DEVELOPER_OPTIONS,Allow specifying ordering mode while creating replication slot,yb_allow_replication_slot_ordering_modes,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_allow_separate_requests_for_sampling_stages,bool,PGC_SUSET,CUSTOM_OPTIONS,Autoflag to allow using separate requests for block-based sampling stages. Not to be touched by users.,yb_allow_separate_requests_for_sampling_stages,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_always_increment_catalog_version_on_ddl,bool,PGC_SIGHUP,DEVELOPER_OPTIONS,"When set, all DDL statements will cause the catalog version to increment. Unlike yb_test_make_all_ddl_statements_incrementing, this only controls the version incrementing behavior.",yb_always_increment_catalog_version_on_ddl,,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
yb_ash_circular_buffer_size,int,PGC_POSTMASTER,STATS_MONITORING,Size (in KiBs) of ASH circular buffer that stores the samples,yb_ash_circular_buffer_size,GUC_EXPLAIN|GUC_UNIT_BYTE|GUC_UNIT_KB|GUC_UNIT_MS,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
yb_ash_sample_size,int,PGC_SIGHUP,STATS_MONITORING,Number of samples captured from each component per sampling event,yb_ash_sample_size,GUC_EXPLAIN|GUC_UNIT_BYTE|GUC_UNIT_KB|GUC_UNIT_MS,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
yb_ash_sampling_interval_ms,int,PGC_SIGHUP,STATS_MONITORING,Time (in milliseconds) between two consecutive sampling events,yb_ash_sampling_interval_ms,GUC_EXPLAIN|GUC_UNIT_BYTE|GUC_UNIT_MS,YES,NONE,"PGC_SIGHUP - changed via config file reload, applied uniformly. No direct writes found. Safe."
yb_binary_restore,bool,PGC_SUSET,DEVELOPER_OPTIONS,Enter a special mode designed specifically for YSQL binary restore.,yb_binary_restore,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET. No direct C assignments. pg_backup_archiver uses SET command. RISK: NONE.
yb_bnl_batch_size,int,PGC_USERSET,QUERY_TUNING_OTHER,Batch size of nested loop joins,yb_bnl_batch_size,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_bnl_enable_hashing,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables batched nested loop joins to use hashing to process its matches.,yb_bnl_enable_hashing,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_bnl_optimize_first_batch,bool,PGC_USERSET,QUERY_TUNING_METHOD,Enables batched nested loop joins to predict the size of its first batch and optimize if it's smaller than yb_bnl_batch_size.,yb_bnl_optimize_first_batch,GUC_EXPLAIN,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_bypass_cond_recheck,bool,PGC_USERSET,QUERY_TUNING_METHOD,DEPRECATED: no-op.,yb_bypass_cond_recheck,GUC_EXPLAIN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_cdcsdk_stream_tables_without_primary_key,bool,PGC_SUSET,DEVELOPER_OPTIONS,Enable streaming of tables without primary key in CDC logical replication streams.,yb_cdcsdk_stream_tables_without_primary_key,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_ddl_rollback_enabled,bool,PGC_SUSET,DEVELOPER_OPTIONS,"If set, any DDL that involves DocDB schema changes will have those changes rolled back upon failure.",yb_ddl_rollback_enabled,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_ddl_transaction_block_enabled,bool,PGC_POSTMASTER,DEVELOPER_OPTIONS,"If true, DDL operations in YSQL will execute within the active transaction block instead of their separate transactions.",yb_ddl_transaction_block_enabled,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
yb_debug_log_catcache_events,bool,PGC_USERSET,DEVELOPER_OPTIONS,Log details for every catalog cache event such as a cache miss or cache invalidation/refresh.,yb_debug_log_catcache_events,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_USERSET. Save/restore in catcache.c:YbCacheKeysToString to prevent recursive logging. SAFE in transaction pooling: restored within the same function call, well before ReadyForQuery."
yb_debug_log_docdb_error_backtrace,bool,PGC_USERSET,DEVELOPER_OPTIONS,Append stacktrace information to errors received from DocDB.,yb_debug_log_docdb_error_backtrace,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_debug_log_docdb_requests,bool,PGC_USERSET,DEVELOPER_OPTIONS,Log the contents of all internal (protobuf) requests to DocDB.,yb_debug_log_docdb_requests,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_debug_log_internal_restarts,bool,PGC_USERSET,DEVELOPER_OPTIONS,"Log details for internal restarts such as read-restarts, cache-invalidation restarts, or txn restarts.",yb_debug_log_internal_restarts,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_debug_log_snapshot_mgmt,bool,PGC_USERSET,DEVELOPER_OPTIONS,Log details about snapshot management such as pushing/popping a snapshot and picking a new snapshot.,yb_debug_log_snapshot_mgmt,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_debug_log_snapshot_mgmt_stack_trace,bool,PGC_USERSET,DEVELOPER_OPTIONS,Log stack traces as well for lines logged by yb_debug_log_snapshot_mgmt.,yb_debug_log_snapshot_mgmt_stack_trace,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_debug_original_backtrace_format,bool,PGC_USERSET,DEVELOPER_OPTIONS,Use original Postgres functions to create and format the stacktrace,yb_debug_original_backtrace_format,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_default_copy_from_rows_per_transaction,int,PGC_USERSET,CLIENT_CONN_STATEMENT,Sets the batch number of rows to copy from the source to table.,yb_default_copy_from_rows_per_transaction,,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_default_replica_identity,string,PGC_SUSET,REPLICATION_SENDING,Default replica identity at the time of table creation,yb_default_replica_identity,GUC_LIST_INPUT|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_disable_auto_analyze,bool,PGC_USERSET,CUSTOM_OPTIONS,Run 'ALTER DATABASE <name> SET yb_disable_auto_analyze=on' to disable auto analyze on that database. Set it to off to resume auto analyze. Setting this GUC via any other method will throw a WARNING message,yb_disable_auto_analyze,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_USERSET. ""Write"" is just a string in gettext_noop description (guc.c:3544). No direct variable modification found. RISK: NONE."
yb_disable_catalog_version_check,bool,PGC_SUSET,CUSTOM_OPTIONS,Disable checking that read requests from this pg backend have the latest catalog version.,yb_disable_catalog_version_check,GUC_NOT_IN|GUC_NOT_IN_SAMPLE,YES,NONE,PGC_SUSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
yb_disable_ddl_transaction_block_for_read_committed,bool,PGC_POSTMASTER,DEVELOPER_OPTIONS,"If true, DDL operations in READ COMMITTED mode will be executed in a separate DDL transaction instead of the as part of the enclosing transaction block even if ysql_yb_ddl_transaction_block_enabled is true. In other words, for Read Committed, fall back to the mode when ysql_yb_ddl_transaction_block_enabled is false.",yb_disable_ddl_transaction_block_for_read_committed,GUC_NOT_IN_SAMPLE,YES,NONE,"PGC_POSTMASTER - set only at server start, same for all connections. Safe."
yb_disable_pg_snapshot_mgmt_in_repeatable_read,bool,PGC_USERSET,CUSTOM_OPTIONS,[Deprecated - This GUC is valid only in older releases. It is present herejust to avoid a failure in case you forgot to remove it from your configuration.],yb_disable_pg_snapshot_mgmt_in_repeatable_read,GUC_NOT_IN_SAMPLE,YES,NONE,PGC_USERSET - session-level GUC. No direct variable writes bypassing GUC machinery found. All changes go through standard SET/RESET which ConnMgr handles.
